"pid","sawa2","line","offwrist","activity","marker","whitelight","redlight","greenlight","bluelight","wake","interval","starth","day","dayofweek","validday","time"
258857,1,171,0,112,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:59:00
258857,1,172,0,22,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:59:30
258857,1,173,0,160,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:00:00
258857,1,174,0,36,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:00:30
258857,1,175,0,65,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:01:00
258857,1,176,0,84,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:01:30
258857,1,177,0,0,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:02:00
258857,1,178,0,51,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:02:30
258857,1,179,0,69,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:03:00
258857,1,180,0,0,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:03:30
258857,1,181,0,18,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:04:00
258857,1,182,0,77,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:04:30
258857,1,183,0,232,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:05:00
258857,1,184,0,332,0,"7.57",543,689,309,1,"ACTIVE",0,1,5,1,15:05:30
258857,1,185,0,332,0,"16.85",913,"1.6","0.72",1,"ACTIVE",0,1,5,1,15:06:00
258857,1,186,0,301,0,"35.19","2.82","3.14","1.35",1,"ACTIVE",0,1,5,1,15:06:30
258857,1,187,0,140,0,"23.32","1.16","2.22","1.21",1,"ACTIVE",0,1,5,1,15:07:00
258857,1,188,0,344,0,"35.66","2.37","3.28","1.57",1,"ACTIVE",0,1,5,1,15:07:30
258857,1,189,0,344,0,"14.28",933,"1.32",605,1,"ACTIVE",0,1,5,1,15:08:00
258857,1,190,0,404,0,"14.64","1.6","1.21",457,1,"ACTIVE",0,1,5,1,15:08:30
258857,1,191,0,367,0,"2.97",244,266,"0.0981",1,"ACTIVE",0,1,5,1,15:09:00
258857,1,192,0,283,0,"8.9",802,785,233,1,"ACTIVE",0,1,5,1,15:09:30
258857,1,193,0,135,0,"1.1","0.13",88,"0.0347",1,"ACTIVE",0,1,5,1,15:10:00
258857,1,194,0,81,0,"0.38","0.0298","0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:10:30
258857,1,195,0,77,0,"0.38","0.0298","0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:11:00
258857,1,196,0,332,0,"0.2","0.0679","0.0024","0.0285",1,"ACTIVE",0,1,5,1,15:11:30
258857,1,197,0,301,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:12:00
258857,1,198,0,256,0,"0.06","0.0197",0,"0.0117",1,"ACTIVE",0,1,5,1,15:12:30
258857,1,199,0,71,0,"0.34","0.0085","0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:13:00
258857,1,200,0,232,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:13:30
258857,1,201,0,367,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:14:00
258857,1,202,0,301,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:14:30
258857,1,203,0,367,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:15:00
258857,1,204,0,391,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:15:30
258857,1,205,0,332,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:16:00
258857,1,206,0,344,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:16:30
258857,1,207,0,344,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:17:00
258857,1,208,0,355,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:17:30
258857,1,209,0,355,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:18:00
258857,1,210,0,459,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:18:30
258857,1,211,0,240,0,"0.03","0.0099",0,"0.0117",1,"ACTIVE",0,1,5,1,15:19:00
258857,1,212,0,178,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,15:19:30
